Data,Otwarcie
2022-07-20,23654.6
2022-07-21,23608.2
2022-07-22,23213.6
2022-07-25,22814.5
2022-07-26,22029.9
2022-07-27,20944.6
2022-07-28,22680.1
2022-07-29,23917.6
2022-08-01,23582.4
2022-08-02,23022.4
2022-08-03,23097.6
2022-08-04,23278.3
2022-08-05,22493.9
2022-08-08,23319.8
2022-08-09,23851.6
2022-08-10,23195.6
2022-08-11,23968.7
2022-08-12,24196.1
2022-08-15,24352.1
2022-08-16,24032.8
2022-08-17,23950.6
2022-08-18,23331.9
2022-08-19,23362.6
2022-08-22,21532.9
2022-08-23,21097.4
2022-08-24,21489.4
2022-08-25,21594.4
2022-08-26,21585.5
2022-08-29,19962.0
2022-08-30,20204.7
2022-08-31,19886.9
2022-09-01,20278.7
2022-09-02,20082.4
2022-09-05,19856.3
2022-09-06,19750.3
2022-09-07,18977.8
2022-09-08,19367.9
2022-09-09,19333.6
2022-09-12,21527.1
2022-09-13,22348.6
2022-09-14,20133.2
2022-09-15,20206.7
2022-09-16,19828.4
2022-09-19,19450.1
2022-09-20,19521.1
2022-09-21,18898.2
2022-09-22,18463.6
2022-09-23,19173.6
2022-09-26,18740.0
2022-09-27,19098.0
2022-09-28,18986.7
2022-09-29,19618.9
2022-09-30,19431.8
2022-10-03,19190.9
2022-10-04,19557.0
2022-10-05,20297.4
2022-10-06,20052.4
2022-10-07,19914.4
2022-10-10,19480.9
2022-10-11,19244.0
2022-10-12,19003.7
2022-10-13,19183.9
2022-10-14,19403.1
2022-10-17,19159.4
2022-10-18,19515.3
2022-10-19,19292.2
2022-10-20,19196.2
2022-10-21,19069.8
2022-10-24,19542.2
2022-10-25,19368.6
2022-10-26,20234.4
2022-10-27,20745.2
2022-10-28,20407.5
2022-10-31,20589.9
2022-11-01,20479.2
2022-11-02,20476.1
2022-11-03,20102.7
2022-11-04,20192.8
2022-11-07,21130.8
2022-11-08,20463.7
2022-11-09,18514.2
2022-11-10,16103.0
2022-11-11,17899.7
2022-11-14,16414.0
2022-11-15,16385.9
2022-11-16,16863.2
2022-11-17,16653.7
2022-11-18,16703.7
2022-11-21,16273.4
2022-11-22,15722.4
2022-11-23,16165.5
2022-11-24,16494.1
2022-11-25,16598.6
2022-11-28,16560.5
2022-11-29,16217.1
2022-11-30,16487.2
2022-12-01,17153.7
2022-12-02,16966.4
2022-12-05,17105.1
2022-12-06,16943.5
2022-12-07,16974.0
2022-12-08,16842.1
2022-12-09,17203.3
2022-12-12,17104.6
2022-12-13,17159.6
2022-12-14,17770.7
2022-12-15,17837.7
2022-12-16,17344.3
2022-12-19,16763.3
2022-12-20,16412.2
2022-12-21,16868.8
2022-12-22,16763.7
2022-12-23,16795.0
2022-12-27,16835.8
2022-12-28,16684.1
2022-12-29,16510.1
2022-12-30,16613.0
2023-01-02,16594.2
2023-01-03,16692.9
2023-01-04,16671.6
2023-01-05,16821.6
2023-01-06,16831.2
2023-01-09,16965.1
2023-01-10,17204.3
2023-01-11,17433.5
2023-01-12,17555.0
2023-01-13,18914.9
2023-01-16,20919.8
2023-01-17,21191.5
2023-01-18,21234.8
2023-01-19,20802.2
2023-01-20,21064.9
2023-01-23,22675.2
2023-01-24,22934.4
2023-01-25,22756.8
2023-01-26,22937.7
2023-01-27,23005.8
2023-01-30,23766.7
2023-01-31,22731.3
2023-02-01,23181.9
2023-02-02,23719.9
2023-02-03,23558.4
2023-02-06,22986.0
2023-02-07,22878.2
2023-02-08,23232.2
2023-02-09,22931.0
2023-02-10,21763.5
2023-02-13,21797.0
2023-02-14,21651.9
2023-02-15,22196.3
2023-02-16,24154.2
2023-02-17,24013.8
2023-02-20,24494.3
2023-02-21,24703.6
2023-02-22,24387.9
2023-02-23,24102.5
2023-02-24,23869.4
2023-02-27,23475.5
2023-02-28,23487.0
2023-03-01,23157.9
2023-03-02,23535.0
2023-03-03,23462.3
2023-03-06,22434.8
2023-03-07,22430.0
2023-03-08,22103.3
2023-03-09,21788.4
2023-03-10,20345.2
2023-03-13,21915.8
2023-03-14,24296.6
2023-03-15,24799.8
2023-03-16,24463.9
2023-03-17,25043.9
2023-03-20,28182.1
2023-03-21,28055.0
2023-03-22,28120.3
2023-03-23,27286.3
2023-03-24,28272.8
2023-03-27,27856.6
2023-03-28,27183.4
2023-03-29,27201.1
2023-03-30,28298.3
2023-03-31,28076.4
2023-04-03,28027.4
2023-04-04,27725.4
2023-04-05,28233.1
2023-04-06,28191.2
2023-04-10,28456.3
2023-04-11,29246.3
2023-04-12,30219.4
2023-04-13,29967.4
2023-04-14,30312.8
2023-04-17,30409.1
2023-04-18,29469.6
2023-04-19,30376.8
2023-04-20,29203.3
2023-04-21,28232.7
2023-04-24,27519.2
2023-04-25,27414.0
2023-04-26,28272.2
2023-04-27,28686.9
2023-04-28,29656.8
2023-05-01,29428.0
2023-05-02,27992.7
2023-05-03,28677.9
2023-05-04,28931.2
2023-05-05,28850.3
2023-05-08,28808.7
2023-05-09,27585.6
2023-05-10,27630.3
2023-05-11,27533.3
2023-05-12,27004.9
2023-05-15,26922.8
2023-05-16,27381.6
2023-05-17,27020.6
2023-05-18,27378.3
2023-05-19,26928.0
2023-05-22,26761.2
2023-05-23,26913.9
2023-05-24,27201.6
2023-05-25,26373.3
2023-05-26,26476.6
2023-05-29,27846.3
2023-05-30,27675.0
2023-05-31,27730.2
